Product (WPN);Datasheet;OPN;Price;Description;Channel Polarity;Configuration;V(BR)DSS Min (V);RDS(on) @ VGS = 10 V (mΩ)†;ID Max (A);Qg @ VGS = 10 V (nC)†;VGS Max (V);Technology;Package Type;Ciss Typ (pF);VGS(th) Max (V);PD Max (W);RDS(on) Max @ VGS = 2.5 V  (mΩ);RDS(on) Max @ VGS = 4.5 V  (mΩ);Qg Typ @ VGS = 4.5 V (nC);Coss Typ (pF);Crss Typ (pF);Qgd Typ @ VGS = 4.5 V (nC);Qrr Typ (nC);Qualification;Tj Max (°C);AEC Qualified;PPAP Capable;Halide Free;Lead Free;Status
NVLJS053N12MCL;https://www.onsemi.com/download/data-sheet/pdf/NVLJS053N12MCL-D.PDF;NVLJS053N12MCLTAG;0.23;Power, Single, N-Channel, Shielded Gate, PowerTrench<sup>®</sup> 120 V, 53 mΩ, 4.5 A, UDFN6 (Pb − Free);N-Channel;Single;120;53;4.5;7.8;20;Silicon;UDFN-6;520;3;2.1;;70;3.8;190;1.8;;64;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVMFS1D5N08X;https://www.onsemi.com/download/data-sheet/pdf/NVMFWS1D5N08X-D.PDF;NVMFWS1D5N08XT1G;1.27;Single N-Channel Power MOSFET 80V, 505 A, 1.5 mΩ;N-Channel;Single;80;1.5;505;89.3;20;Silicon;DFNW5 5x6 (FULL-CUT SO8FL WF);6024;2.63;857;;;;2147;56;;109;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVTYS014N08HL;https://www.onsemi.com/download/data-sheet/pdf/NVTYS014N08HL-D.PDF;NVTYS014N08HLTWG;0.42;MOSFET – Power, Single, N-Channel,;N-Channel;Single;80;13.9;40;15.5;20;Silicon;LFPAK8 3.3x3.3, 0.65P;891;2.2;54;;17.4;;121;6.5;;19;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVMFS6H848NL;https://www.onsemi.com/download/data-sheet/pdf/NVMFS6H848NL-D.PDF;NVMFS6H848NLT1G;0.37;Power MOSFET 80 V, 59 A, 8.8 mΩ, Single N-Channel, SO8-FL.;N-Channel;Single;80;8.8;59;25;20;Silicon;SO-8FL / DFN-5;1420;2;73;;11;12;192;11;4.3;36;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVMFS6H848NL;https://www.onsemi.com/download/data-sheet/pdf/NVMFS6H848NL-D.PDF;NVMFS6H848NLWFT1G;0.40;Power MOSFET 80 V, 59 A, 8.8 mΩ, Single N-Channel, SO8-FL., Wettable Flank;N-Channel;Single;80;8.8;59;25;20;Silicon;DFNW5 5x6 (FULL-CUT SO8FL WF);1420;2;73;;11;12;192;11;4.3;36;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVMFWS003N10MC;https://www.onsemi.com/download/data-sheet/pdf/NVMFWS003N10MC-D.PDF;NVMFWS003N10MCT1G;1.56;MOSFET - Power, Single, N-Channel 100 V, 3.1mΩ, 169A;N-Channel;Single;100;3.1;169;62;20;Silicon;DFNW5 5x6 (FULL-CUT SO8FL WF);4650;4;3.8;;;;2400;33;10;91;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVMJST2D6N08H;https://www.onsemi.com/download/data-sheet/pdf/NVMJST2D6N08H-D.PDF;NVMJST2D6N08HTXG;1.40;Single N-Channel Power MOSFET 80V, 157A, 2.8 mΩ on Top Cool Package;N-Channel;Single;80;2.8;157;64;20;Silicon;TCPAK10 5.1x7.5, 1.0P;4120;4;166;;;;586;22;;98;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVTYS010N04C;https://www.onsemi.com/download/data-sheet/pdf/NVTYS010N04C-D.PDF;NVTYS010N04CTWG;0.33;MOSFET – Power, Single, N-Channel, 40 V, 12 mΩ, 38 A;N-Channel;Single;40;12;38;7;20;Silicon;LFPAK8 3.3x3.3, 0.65P;492;3.5;32;;;;268;8;;6;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVMYS010N04CL;https://www.onsemi.com/download/data-sheet/pdf/NVMYS010N04CL-D.PDF;NVMYS010N04CLTWG;0.29;Power MOSFET 40 V, 10mΩ, 38 A, Single N-Channel;N-Channel;Single;40;10.3;38;7.3;20;Silicon;LFPAK-4;570;2;28;;17.6;3.4;230;11;1;6;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVMYS7D0N06C;https://www.onsemi.com/download/data-sheet/pdf/NVMYS7D0N06C-D.PDF;NVMYS7D0N06CTWG;0.48;Power MOSFET 60 V, 1.68 mOhms, 224 A, Single N-Channel;N-Channel;Single;60;7;66;14;20;Silicon;LFPAK-4;1035;4;61.3;;;;713;9;;15;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVTYS007N04C;https://www.onsemi.com/download/data-sheet/pdf/NVTYS007N04C-D.PDF;NVTYS007N04CTWG;0.35;MOSFET – Power, Single, N-Channel, 40 V, 8.6 mΩ, 49 A;N-Channel;Single;40;8.6;49;10;20;Silicon;LFPAK8 3.3x3.3, 0.65P;674;3.5;38;;;;338;13;;6.3;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVMFS6H836NL;https://www.onsemi.com/download/data-sheet/pdf/NVMFS6H836NL-D.PDF;NVMFS6H836NLT1G;0.44;Power MOSFET 80 V, 77 A, 6.2 mΩ, Single N-Channel, SO8-FL;N-Channel;Single;80;6.2;77;34;20;Silicon;SO-8FL / DFN-5;1950;2;89;;7.8;16;250;11;5.5;45;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVMFS6H836NL;https://www.onsemi.com/download/data-sheet/pdf/NVMFS6H836NL-D.PDF;NVMFS6H836NLWFT1G;0.48;Power MOSFET 80 V, 77 A, 6.2 mΩ, Single N-Channel, SO8-FL, Wettable Flank;N-Channel;Single;80;6.2;77;34;20;Silicon;DFNW5 5x6 (FULL-CUT SO8FL WF);1950;2;89;;7.8;16;250;11;5.5;45;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVMYS7D3N04CL;https://www.onsemi.com/download/data-sheet/pdf/NVMYS7D3N04CL-D.PDF;NVMYS7D3N04CLTWG;0.32;Power MOSFET 40 V, 7.3mΩ, 50 A, Single N-Channel;N-Channel;Single;40;7.3;50;16;20;Silicon;LFPAK-4;880;2.2;38;;12.13;7;340;16;2.5;6;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NTMFS0D7N04XL;https://www.onsemi.com/download/data-sheet/pdf/NTMFS0D7N04XL-D.PDF;NTMFS0D7N04XLT1G;1.39;Power MOSFET, Single, N-Channel, 40V, 0.7mΩ, 349A, SO8-FL 5x6;N-Channel;Single;40;0.7;349;96;20;Silicon;SO-8FL / DFN-5;7090;2.2;167;;1.1;42;1860;40;6;87;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVMFD6H852NL;https://www.onsemi.com/download/data-sheet/pdf/NVMFD6H852NL-D.PDF;NVMFD6H852NLT1G;0.40;Dual N-Channel Power MOSFET 80 V, 25 A, 25.5 mΩ;N-Channel;Dual;80;25.5;25;10;20;Silicon;SO-8FL Dual / DFN-8;521;2;38;;31.5;5;69;4;1.7;20;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVMYS1D6N04CL;https://www.onsemi.com/download/data-sheet/pdf/NVMYS1D6N04CL-D.PDF;NVMYS1D6N04CLTWG;0.76;Power MOSFET 40V, 1.07 mΩ, 280 A, Single N−Channel, LFPAK4 (Pb-Free);N-Channel;Single;40;1.6;185;71;20;Silicon;LFPAK-4;4301;1.5;185;;2.4;;1749;46;13;159;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVMFD6H852NL;https://www.onsemi.com/download/data-sheet/pdf/NVMFD6H852NL-D.PDF;NVMFD6H852NLWFT1G;0.46;Dual N-Channel Power MOSFET 80 V, 25 A, 25.5 mΩ;N-Channel;Dual;80;25.5;25;10;20;Silicon;SO-8FL Dual / DFN-8;521;2;38;;31.5;5;69;4;1.7;20;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVMFS5H610NL;https://www.onsemi.com/download/data-sheet/pdf/NVMFS5H610NL-D.PDF;NVMFS5H610NLWFT1G;0.32;Power MOSFET 60 V, 10 mΩ, 48 A, Single N−Channel, Wettable Flank Option for Enhanced Optical Inspection;N-Channel;Single;60;10;13;13.7;20;Silicon;DFNW5 5x6 (FULL-CUT SO8FL WF);880;2;3.6;;13;6.4;150;6;1.3;17;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVMJST1D3N04C;https://www.onsemi.com/download/data-sheet/pdf/NVMJST1D3N04C-D.PDF;NVMJST1D3N04CTXG;1.37;Single N-Channel Power MOSFET, 40 V, 1.35 mΩ on Top Cool Package ;N-Channel;Single;40;1.35;235;65;20;Silicon;TCPAK10 5.1x7.5, 1.0P;4300;3.5;128;;;;2100;59;;92;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVTYS029N08H;https://www.onsemi.com/download/data-sheet/pdf/NVTYS029N08H-D.PDF;NVTYS029N08HTWG;0.33;MOSFET – Power, Single, N-Channel,;N-Channel;Single;80;32.4;21;6.3;20;Silicon;LFPAK8 3.3x3.3, 0.65P;369;4;33;;;;57;4;;18;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVMYS4D6N06C;https://www.onsemi.com/download/data-sheet/pdf/NVMYS4D6N06C-D.PDF;NVMYS4D6N06CTWG;0.59;Power MOSFET 60 V, 4.7 mΩ, 92 A, Single N-Channel NVMYS4D6N06CTWG;N-Channel;Single;60;4.7;92;19;20;Silicon;LFPAK-4;1530;4;79.5;;;;1095;7;;22;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVR5198NL;https://www.onsemi.com/download/data-sheet/pdf/NVR5198NL-D.PDF;NVR5198NLT1G;0.14;Single N-Channel Logic Level Power MOSFET 60V, 2.2A, 155mΩ;N-Channel;Single;60;155;2.2;5.1;20;Silicon;SOT-23-3;182;2.5;1.5;;205;1.2;25;16;1.5;6;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVMFS6H824NL;https://www.onsemi.com/download/data-sheet/pdf/NVMFS6H824NL-D.PDF;NVMFS6H824NLT1G;0.71;Power MOSFET 80V, 110A, 4 mΩ, Single N-Channel;N-Channel;Single;80;4;110;52;20;Silicon;SO-8FL / DFN-5;2900;2;116;;5.2;25;366;15;9;59;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVTYS005N04C;https://www.onsemi.com/download/data-sheet/pdf/NVTYS005N04C-D.PDF;NVTYS005N04CTWG;0.40;MOSFET – Power, Single, N-Channel;N-Channel;Single;40;5.6;71;16;20;Silicon;LFPAK8 3.3x3.3, 0.65P;1000;3.5;50;;;;530;22;;16;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NTMFS5C612N;https://www.onsemi.com/download/data-sheet/pdf/NTMFS5C612N-D.PDF;NTMFS5C612NWFT1G;0.98;Single N-Channel Power Mosfet 60V, 230A, 1.6mΩ;N-Channel;Single;60;1.6;230;60.2;20;Silicon;SO-8FL / DFN-5;4830;4;3.8;;;;3180;22;6.3;139;Standard;;FALSE;FALSE;TRUE;TRUE;Active
NVMJST1D6N04C;https://www.onsemi.com/download/data-sheet/pdf/NVMJST1D6N04C-D.PDF;NVMJST1D6N04CTXG;1.17;Single N-Channel Power MOSFET 40V, 319A, 1.65 mΩ on top Cool Package;N-Channel;Single;40;1.65;319;47;20;Silicon;TCPAK10 5.1x7.5, 1.0P;3300;3.5;300;;;;1600;45;;68;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
NVMFS6H818NL;https://www.onsemi.com/download/data-sheet/pdf/NVMFS6H818NL-D.PDF;NVMFS6H818NLT1G;1.04;MOSFET - Power, Single, N-Channel, 80 V, 3.2mΩ 135 A - NVMFS6H818NL, DFN5 (Pb−Free);N-Channel;Single;80;3.2;135;64;20;Silicon;SO-8FL / DFN-5;3844;2;140;;4.1;31;484;21;11.2;73;Automotive;;TRUE;TRUE;TRUE;TRUE;Active
